"","Sample","GENE","%COVERAGE","%IDENTITY","ACCESSION","PRODUCT"
"514","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"515","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"516","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"517","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"518","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"519","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"520","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"521","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"522","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"523","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"524","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"525","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"526","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"527","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"528","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"529","SRR27013333_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"530","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"531","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"532","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"533","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"534","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"535","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"536","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"537","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"538","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"539","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsP","100","93.88","AHK25023","(llsP) CAAX amino terminal protease LlsP [LLS (VF0410)] [Listeria innocua SLCC6294]"
"540","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"541","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"542","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"543","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"544","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"545","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"546","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"547","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"548","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"549","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"550","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"551","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"552","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"553","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"554","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"555","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"556","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"557","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"558","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"559","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"560","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"561","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"562","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"563","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"564","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"565","SRR27013334_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"566","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"567","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"568","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"569","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"570","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"571","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"572","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"573","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"574","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"575","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"576","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"577","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"578","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"579","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"580","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"581","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"582","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsP","100","93.71","AHK25023","(llsP) CAAX amino terminal protease LlsP [LLS (VF0410)] [Listeria innocua SLCC6294]"
"583","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"584","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"585","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","85.84","96.14","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"586","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"587","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"588","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"589","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"590","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"591","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"592","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"593","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"594","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"595","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"596","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"597","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"598","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"599","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"600","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"601","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"602","SRR27013335_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"603","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","oatA","100","93.48","NP_464816","(oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]"
"604","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlK","100","89.18","NP_464815","(inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]"
"605","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcB","99.89","95.51","NP_463736","(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]"
"606","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","actA","99.9","94.16","NP_463735","(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]"
"607","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","mpl","100","94.85","NP_463734","(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]"
"608","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hly","100","97.23","NP_463733","(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]"
"609","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","plcA","100","97.48","NP_463732","(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]"
"610","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prfA","100","97.48","NP_463731","(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]"
"611","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lntA","100","95.95","NP_463967","(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]"
"612","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlB","99.89","92.44","NP_463963","(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]"
"613","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlA","99.63","96.09","NP_463962","(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]"
"614","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","pdgA","100","97","NP_463944","(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]"
"615","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlF","99.96","80.95","NP_463939","(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]"
"616","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","bsh","100","97.55","NP_465591","(bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]"
"617","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsD","100","98.1","AHK25022","(llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]"
"618","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsY","100","96.3","AHK25021","(llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]"
"619","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsB","100","96.58","AHK25020","(llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]"
"620","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsX","100","97.48","AHK25019","(llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]"
"621","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsH","100","97.6","AHK25018","(llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]"
"622","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsG","100","97.3","AHK25017","(llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]"
"623","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","llsA","100","98","AHK25016","(llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]"
"624","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"625","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"626","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","hpt","100","97.98","NP_464364","(hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]"
"627","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","inlC","100","97.08","NP_465311","(inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]"
"628","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
"629","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lspA","100","97.63","NP_465369","(lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]"
"630","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lpeA","100","96.68","NP_465372","(lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]"
"631","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","gtcA","99.54","80.68","NP_466072","(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e]"
"632","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpP","100","96.82","NP_465991","(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]"
"633","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","prsA2","100","96.26","NP_465743","(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]"
"634","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","iap/cwhA","97.1","94.42","NP_464110","(iap/cwhA) P60 extracellular protein invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]"
"635","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpC","100","94.28","NP_463763","(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]"
"636","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","vip","100","85.36","NP_463850","(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]"
"637","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lapB","100","93.34","NP_465191","(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]"
"638","SRR27013336_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lap","100","97.08","NP_465159","(lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]"
"639","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","lplA1","100","92.77","NP_464456","(lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]"
"640","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","clpE","99.72","93.56","NP_464522","(clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]"
"641","SRR27013338_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017","fbpA","100","91.65","NP_465354","(fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]"
